,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince
19162,11334 Oldenburg Ln,"Travel & Transport,Hotels,Hotels & Motels",Galena,US,42.437138,-90.448875,Country Inn and Suites By Carlson Galena,61036,IL,2016-06-16T00:00:00Z,2016-10-27T18:54:25Z,,,5.0,"The Country Inn Suites is for us, the best bang for your buck, it doesn't get much better. We Have never been disappointed it any of our stays at any of the many Suites we have stayed at. Thanks for giving us a pleasant experience.",Spending time in a relaxing ans wonderful inn,Freeport,Glen J,IN
28300,3201 E Pacific Coast Hwy,Hotels,Signal Hill,US,33.790227,-118.154554,Quality Inn Long Beach Airport,90755,CA,2016-05-08T00:00:00Z,2016-11-01T23:49:48Z,,,1.0,"I've stayed here multiple times through the years and not once have i had a problem with requesting a 1 bed smoking room. Instead i was sent all the way to the back corner of the hotel (room 131) where i opened a double bed room filled with spiderwebs and recently bursted spider eggs. i am arachnophobic and have had 2 experiences where i was bitten. these things were crawling everywhere! i went back to the front office where the 1 month employed front clerk (who never told me his name) was telling me there were absolutely no single bed and there were no smoking rooms anymore, but when i walked around the entire hotel, completely empty rooms, windows wide open! this experience was very disappointing.",Low price for a reason,,A Traveler,
31004,12015 Harbor Blvd,Hotels,Garden Grove,US,33.788140000000006,-117.916591,Anaheim Marriott Suites,92840,CA,2015-08-21T00:00:00Z,2016-10-19T04:52:22Z,,,5.0,The location is not far from the park. The rooms are a great size. We love Everybody here! We love Travis and Juan at the bell staff! We love Alice at the disney desk! And Chef Hany and Jacob in the Restaurant! Overall definitely 5 stars!!,Best family vacation!!!,Gilbert,Eric B,AZ
30050,301 W San Juan Ave,Hotels & Motels,Telluride,US,37.936026,-107.813392,Hotel Columbia,81435,Pandora,2015-10-21T00:00:00Z,2016-11-06T04:47:13Z,,,4.0,This Hotel is in a perfect location to get around town. The rooms are really clean and the bed was SUPER comfortable. I also love the restaurant Cosmo that is at the lobby. They have a wonderful breakfast as well. I have stayed at this location for years for the film festival. Be careful though... they just started adding more... More,Film Festival Stay,Amarillo,Leslye P,TX
11540,3917 Ridgemont Dr,Hotels,Abilene,US,32.40399,-99.76546,Hampton Inn Abilene,79606,TX,2016-04-21T00:00:00Z,2016-10-30T19:17:06Z,,,5.0,"So far, I've stayed in five different hotels in Abilene, TX, and by far this was the best one. The staff was great and made you feel welcomed. The room was clean, well decorated, fully-equipped and comfortable. The pool/spa was the cleanest I've ever seen at any hotel anywhere. Very enjoyable. The breakfast was good, and since it came with... More",Business Traveler,Arlington,Mark H,TX
8014,200 S Coombs St,Hotels,Napa,US,38.283328999999995,-122.288533,Wine Valley Lodge,94559,CA,2016-07-10T00:00:00Z,2016-11-05T18:58:25Z,,,4.0,"My family of four stayed at the Wine Valley Lodge for 3 nights. We liked this place because it fit our budget and the location is excellent - easy access to the highways for Napa and Sonoma wine valley drives, and 5 minutes to downtown Napa for restaurants, cafes and shops. There is also a CVS on the corner within walking distance and across the boulevard from CVS there's a shopping strip with a supermarket, pizza restaurant, laundromat, and other conveniences. We have no complaints about the motel-style Wine Valley Lodge. Our room was clean, the 2 Queen sized beds were very comfortable, our mini-fridge and TV worked just fine, and we appreciated the heated outdoor pool and the free daily continental breakfast, served 7am - 10am. The front desk staff and the housekeeping staff were courteous and friendly too.","Nice, old-fashioned motel within our budget.",,A,
17983,Grosse Neugasse 36 38,Hotels,Raymond,US,50.939735999999996,6.961262,Hotel An Der Philharmonie,50667,IA,2016-03-04T00:00:00Z,2016-11-16T03:58:51Z,,,3.0,"Right by the Cathedral, about 3 minutes walk from the HBF, very comfortable and quiet--also very close to the river and lots of lovely restaurants and shops. Really amazing location! A modest, pleasant hotel. Highly recommend it!",���������������������������������������,,Keiichi,
23938,386 Pacific St,"Hotels,Bed & Breakfasts,Hotels & Motels",Monterey,US,36.600532,-121.89569399999999,Merritt House Inn,93940,Presidio Of Monterey,2011-09-16T00:00:00Z,2017-03-30T14:13:26Z,,,4.0,Beautiful gardens and a great location in downtown Monterey,Weekend getaway,,SeeMonterey,
23212,121 E Arrellaga St,Hotels,Santa Barbara,US,34.428888,-119.707704,Simpson House Inn,93101,CA,2013-10-06T00:00:00Z,2016-11-15T21:06:40Z,,,5.0,"We stayed at the Simpson House Inn as a special treat for a milestone birthday. From check in to check out it was the best experience we have ever had. We were met on arrival by name and had a lovely room with our own private balcony (the Sun Room). The gardens are just lovely and perfect for relaxing with a book and a glass of wine. The Inn puts on a complimentary wine tasting with canapes, and does a lovely breakfast as well. I cannot recommend this Inn highly enough. Stay here!",Gorgeous B&B,boston,Jess,TX
19922,5500 28th St S E,Hotels,Grand Rapids,US,42.91294,-85.5323,Best Western Hospitality Hotel and Suites,49512,MI,2015-09-20T00:00:00Z,2016-11-02T00:15:09Z,,,4.0,Hotel staff was very friendly and very helpful. The room was very clean and neat.. Hotel is next to a restaurant which makes the trip more enjoyable. Also the hotel is not far from the airport which makes it very convenient for business.,clean,south bend,Martin W,MI
31417,35 Via Pico Plz,Hotels,San Clemente,US,33.437538,-117.62173200000001,Holiday Inn Express San Clemente,92672,CA,2016-03-24T00:00:00Z,2016-10-31T23:19:52Z,,,2.0,"I thought the hotel was nice at first but after the first day, I cam back from the beach to find out that my room hadn't been cleaned by the maids. I went back to the lobby to ask for it to be cleaned for when I would come back from dinner and asked for fresher towels and I never... More",Hotel is hard to find and far from the beach,Montreal,Gabriella G,QC
6847,4691 Castleton Way,Hotels,Castle Rock,US,39.408528999999994,-104.866775,Days Inn & Suites Castle Rock,80104,CO,2016-08-05T00:00:00Z,2016-11-03T23:29:25Z,,,4.0,"The front desk guy in the evening was great, wish there were more channels on the TV",Spend the extra to stay next door,Littleton,Brenda,KS
35768,1088 Powdermill Rd,"Cabins,Resorts & Vacation Cottages,Wedding Chapels,Vacation Home Rental,Hotels,Bowling Alleys,Hotels & Motels,Hotel,Cabin Cottage & Chalet Rental,Resorts,Real Estate Developers,Home Builders,Resortresort_hotel",Gatlinburg,US,35.754868,-83.457295,Elk Springs Resort,37738,TN,2015-11-09T00:00:00Z,2016-06-23T16:50:58Z,,,5.0,We stayed here for a weekend to celebrate my daughter's birthday and were very pleased. The cabin (Autumn Blessings) was very nice and very clean. The location is far enough from the crowds but still a very manageable drive to either Pigeon Forge or Gatlinburg. If you use a GPS or are familiar with the area there are back roads... More,Great Weekend,McKinney,volreiner11,TX
18496,3083 Carman Rd,Hotels,Schenectady,US,42.764084000000004,-73.939324,Super 8 Schenect/albany Area,12303-4550,NY,2015-08-28T00:00:00Z,2016-11-16T03:58:32Z,,,4.0,"The room was surprisingly hip and welcoming since areas like the hallway and stairwell are pretty rundown. It overall met my expectations for the cost. I do want to note that they have a dog policy that is not made very clear on hotels.com. (1) They charge 10 per dog, per night. Not to out of the ordinary, but they should specify. (2) More importantly, they have an insane policy that you can't leave your dogs unattended in the room. I have never seen that before and it was a surprise at check-in. I ended up having to check our dogs into a doggie day care in the city because of this policy and frankly wouldn't have chose this hotel if I knew about it. As someone who handles almost all of my booking exclusively through hotels.com, that kind of info should be included. And if the hotel is listening, you should re-evaluate that policy if you are trying to be a pet friendly hotel.","Nice room, weird pet policy",,Joshua,
12990,101 Lakeway Dr,Hotels,Austin,US,30.373974,-97.98694,Lakeway Resort & Spa,78734,Lakeway,2016-08-15T00:00:00Z,2016-10-30T18:52:22Z,,,3.0,"Staff at the hotel restaurant was horrible! The views were really nice and the pool bar was nice, although they close at their own leisure. I found broken glass by the bar on the ground at the restaurant and told the hostess and she went and sat us down and when I came back from the buffet she was back at her stand and glass all over the floor still. The night we had dinner the waiters were slow and it wasn't busy. The food was ok and wasn't worth the price of it.",Great view of Lake Travis,,Nicanor,
29968,301 S Black Horse Pike,Hotels,Bellmawr,US,39.86358,-75.07821,Econo Lodge Bellmawr,8031,Gloucester City,2013-09-19T00:00:00Z,2016-10-30T20:13:22Z,,,5.0,"People at lodge were friendly. For a older unit it was clean and well maintained. Clean bath, clean sinks and clean sheets. I would stay there again.",Ice machine far away,,Tom,
23329,1657 Cambridge St,Hotels,Cambridge,US,42.374972,-71.11040799999999,A Bed & Breakfast In Cambridge,2138,MA,2015-08-02T00:00:00Z,2016-11-03T22:07:49Z,,,5.0,"I booked this BB based on the great reviews and got seriously disappointed. The standard has obviously dropped since those reviews were written. The place was not clean, beds uncomfortable, bathroom not cleaned regularly. The towels were not changed in 5 days. This could be a great place because of the location (few minutes to Harvard Square) but because of... More","Low standard, overpriced, good location",Hamburg,HUISHU,TX
17414,1725 Long Beach Blvd,Hotels,Long Beach,US,33.78864,-118.18946399999999,Best Western of Long Beach,90813,CA,2016-03-01T00:00:00Z,2016-11-15T11:22:55Z,,,5.0,My wife and I have stayed here a couple times taking advantage of their Star and cruise package. We leave our car in their underground lot for the week and use the shuttle to and from the port. All around a great experience both times.,"Plain, simple, just right",Ripon,cruisnfox,CA
71,435 E Avenida Olancha,"Hotels,Hotel",Palm Springs,US,33.802822,-116.54269,Little Paradise Hotel,92264,CA,2016-03-25T00:00:00Z,2015-10-21T17:46:10Z,,,5.0,"If you want to relax, want a quiet atmosphere, cozy setting.. this is the place. It is definitely a smaller, boutique-type hotel and it feels that way. So that's good for some and maybe not as much for others. The room is great, very pretty. Very impressive large, new Curved HD TV. So that's nice! The small kitchen is also... More",Suuuuper relaxing peaceful,Sacramento,Sam M,CA
27343,4934 N W Loop 410,Hotels,San Antonio,US,29.487838,-98.583884,Fiesta Inn and Suites,78229,TX,2016-04-17T00:00:00Z,2016-11-06T21:15:05Z,,,1.0,"Well, we didn't spend the day at the hotel. It was not in our plan. But at least we should enjoy sleeping. But, no, the state of the room did not allow that, with that kind of maintenance. It seems to be a guest house but not a hotel. We were not advised. That was the problemAnyway, we had to stick with it, it was secondary.",Stay at Fiesta Inn Hotel,,A verified traveler,
2417,1808 S Australian Ave,Hotels,West Palm Beach,US,26.697607,-80.072864,Doubletree By Hilton West Palm Beach Airport,33409,FL,2015-11-02T00:00:00Z,2016-11-16T02:50:03Z,,,5.0,"Regularly stay here for work, newly renovated and very nice workers. Breakfast buffet is very good, fresh food and not pre-made. City place is very close, walking distance or you could schedule with the front desk and they will have a shuttle drive you over and pick you up.",Very comfortable stay,Jacksonville,Joyce C,FL
15046,95 Route 17k,Hotels,Newburgh,US,41.505388,-74.073291,Howard Johnson Inn - Newburgh,12550-5009,NY,2013-06-04T00:00:00Z,2017-04-17T01:54:07Z,,,1.0,"The desk staff were rude and acted like they didn't have the time of day for any of our questions or requests. The breakfast bar had great bagels but not much else. I mean, who ever heard of putting Swiss cake rolls out for breakfast? Pool was closed for repairs which was one of the main reasons we had chosen it but no mention of the upcoming repairs was mentioned when I called to inquire about it. Howard Johnson's used to represent quality when I was a kid but this one gives the company a bad name.",Seen better,Weipa,Linda,Massachusetts
27833,1443 Pabst Farms Cir,"Hotels,Hotel",Oconomowoc,US,43.0719,-88.46372,Hilton Garden Inn Oconomowoc,53066,WI,2011-05-15T00:00:00Z,2016-11-17T15:09:08Z,,,4.0,For seo and webdesign services contact us at Twitter.com/WebGoals,Good location for west Milwaukee area.,Plymouth,WebGoals,MN
26931,3107 Atlantic Ave,"Hotel,Hotels",Virginia Beach,US,36.859787,-75.97803499999999,Hampton Inn Virginia Beach Oceanfront North,23451-2934,VA,2016-03-18T00:00:00Z,2016-11-21T23:26:38Z,,,5.0,"rooms clean and comfortable, nice lounge, and great breakfast with super helpful hostess. we would stay here again. the hotel lives up to the hampton inn's standards and overlooks the beach. they had plenty of parking for hotel.",comfortable and convenient,rocky mount nc,William R,VA
1306,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.6259799999999998,Gran Melia Victoria,7014,NJ,2015-07-31T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"Classic elegance in a perfect location... A slightly older hotel on the Paseo Maritimo, with an classically elegant feel.. Great rooms with comfy beds that felt like home, friendly staff, fabulous breakfast, large bathrooms with great toiletries and a robe and slippers... Unfortunately the shower head was positioned so that the bathroom ended up with water everywhere.. Other than that every thing was wonderful..",Classic elegance in a perfect location,,Paula,
